entry_id	record_type	figure	panel	status	source_path	sha256	generator_path	replication_unit	notes
creditfirst.panel.0d2922abf251c71d	panel_source	figS15	d	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_condition_summary.csv	11e1484a47b7da5670fa9a165b12ccd3c3dce58aacf2040a31bdf4a743771774	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.1bfa5ca5aaffc5ff	panel_source	figS15	e	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_condition_summary.csv	11e1484a47b7da5670fa9a165b12ccd3c3dce58aacf2040a31bdf4a743771774	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.67980afe7049a4dc	panel_source	figS15	f	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_condition_summary.csv	11e1484a47b7da5670fa9a165b12ccd3c3dce58aacf2040a31bdf4a743771774	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.959736c6779723f3	panel_source	figS15	g	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_condition_summary.csv	11e1484a47b7da5670fa9a165b12ccd3c3dce58aacf2040a31bdf4a743771774	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.57bf6772165e8179	panel_source	figS15	h	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_condition_summary.csv	11e1484a47b7da5670fa9a165b12ccd3c3dce58aacf2040a31bdf4a743771774	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.b4a6f2c553af5365	panel_source	figS15	a	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_endpoints.csv	d833c8ec937a3a202d0adefced6b7c3c68ee388ace3fd0cf6b90cfc4b15b07f8	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.7ffa896ecca9df6a	panel_source	figS15	b	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_endpoints.csv	d833c8ec937a3a202d0adefced6b7c3c68ee388ace3fd0cf6b90cfc4b15b07f8	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.0e5ad5a97f494257	panel_source	figS15	c	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_endpoints.csv	d833c8ec937a3a202d0adefced6b7c3c68ee388ace3fd0cf6b90cfc4b15b07f8	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.184e46475c8f9354	panel_source	figS15	d	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_endpoints.csv	d833c8ec937a3a202d0adefced6b7c3c68ee388ace3fd0cf6b90cfc4b15b07f8	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.d992139a89700803	panel_source	figS15	e	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_endpoints.csv	d833c8ec937a3a202d0adefced6b7c3c68ee388ace3fd0cf6b90cfc4b15b07f8	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.e09d7f8c79563f63	panel_source	figS15	f	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_endpoints.csv	d833c8ec937a3a202d0adefced6b7c3c68ee388ace3fd0cf6b90cfc4b15b07f8	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.f5ec50d2cedf474d	panel_source	figS15	g	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_endpoints.csv	d833c8ec937a3a202d0adefced6b7c3c68ee388ace3fd0cf6b90cfc4b15b07f8	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.0d25991f62f9d637	panel_source	figS15	h	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_rate_endpoints.csv	d833c8ec937a3a202d0adefced6b7c3c68ee388ace3fd0cf6b90cfc4b15b07f8	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.74b87a67e595979d	panel_source	figS15	a	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_trajectories.csv	116fcb88909cac6bebfac7d8799f6c261e6d8384c0a24ec094c26db2a66e80c2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.d37eb50839d274ba	panel_source	figS15	b	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_trajectories.csv	116fcb88909cac6bebfac7d8799f6c261e6d8384c0a24ec094c26db2a66e80c2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.585cb36d2060e64b	panel_source	figS15	c	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_trajectories.csv	116fcb88909cac6bebfac7d8799f6c261e6d8384c0a24ec094c26db2a66e80c2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.084c16d3e5c4e5e9	panel_source	figS15	d	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_trajectories.csv	116fcb88909cac6bebfac7d8799f6c261e6d8384c0a24ec094c26db2a66e80c2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.7f10da828f2d392c	panel_source	figS15	e	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_trajectories.csv	116fcb88909cac6bebfac7d8799f6c261e6d8384c0a24ec094c26db2a66e80c2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.e7445759f0bdf0d9	panel_source	figS15	f	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_trajectories.csv	116fcb88909cac6bebfac7d8799f6c261e6d8384c0a24ec094c26db2a66e80c2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.a4c69d2b02252006	panel_source	figS15	g	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_trajectories.csv	116fcb88909cac6bebfac7d8799f6c261e6d8384c0a24ec094c26db2a66e80c2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.3d95ffc2befc64df	panel_source	figS15	h	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/all_trajectories.csv	116fcb88909cac6bebfac7d8799f6c261e6d8384c0a24ec094c26db2a66e80c2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.49cfff42f18337dc	panel_source	figS15	a	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_printout.txt	daf70f14ceaf4fc2dd1280c546364b41960b16174b5fc9dfefca2e792d3c4929	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.36c8af0861d78788	panel_source	figS15	b	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_printout.txt	daf70f14ceaf4fc2dd1280c546364b41960b16174b5fc9dfefca2e792d3c4929	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.6c51a7669dbf83f7	panel_source	figS15	c	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_printout.txt	daf70f14ceaf4fc2dd1280c546364b41960b16174b5fc9dfefca2e792d3c4929	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.8a7d9b584d7648e9	panel_source	figS15	d	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_printout.txt	daf70f14ceaf4fc2dd1280c546364b41960b16174b5fc9dfefca2e792d3c4929	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.af4b04b45de2de1c	panel_source	figS15	e	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_printout.txt	daf70f14ceaf4fc2dd1280c546364b41960b16174b5fc9dfefca2e792d3c4929	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.4291a75b0a806817	panel_source	figS15	f	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_printout.txt	daf70f14ceaf4fc2dd1280c546364b41960b16174b5fc9dfefca2e792d3c4929	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.95eb437e659bcf19	panel_source	figS15	g	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_printout.txt	daf70f14ceaf4fc2dd1280c546364b41960b16174b5fc9dfefca2e792d3c4929	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.15fe8b4058565c39	panel_source	figS15	h	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_printout.txt	daf70f14ceaf4fc2dd1280c546364b41960b16174b5fc9dfefca2e792d3c4929	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.e7533d1726ddab40	panel_source	figS15	a	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_record.json	c83f41a2ca03b2b94188c1eb81a5bdebad2f0173483ce5d219e51d2f17ebf316	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.43af2bf2a077d1f7	panel_source	figS15	b	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_record.json	c83f41a2ca03b2b94188c1eb81a5bdebad2f0173483ce5d219e51d2f17ebf316	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.eb8a874c56227a16	panel_source	figS15	c	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_record.json	c83f41a2ca03b2b94188c1eb81a5bdebad2f0173483ce5d219e51d2f17ebf316	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.cb6bd310e1ae50c3	panel_source	figS15	d	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_record.json	c83f41a2ca03b2b94188c1eb81a5bdebad2f0173483ce5d219e51d2f17ebf316	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.5be9408cc2847271	panel_source	figS15	e	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_record.json	c83f41a2ca03b2b94188c1eb81a5bdebad2f0173483ce5d219e51d2f17ebf316	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.341a302f9b4ada56	panel_source	figS15	f	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_record.json	c83f41a2ca03b2b94188c1eb81a5bdebad2f0173483ce5d219e51d2f17ebf316	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.a4caa3d717738461	panel_source	figS15	g	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_record.json	c83f41a2ca03b2b94188c1eb81a5bdebad2f0173483ce5d219e51d2f17ebf316	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.f82ca205fc26d5a5	panel_source	figS15	h	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/analysis_record.json	c83f41a2ca03b2b94188c1eb81a5bdebad2f0173483ce5d219e51d2f17ebf316	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.382a60a22717e784	panel_source	figS15	a	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/condition_summary.csv	912dd45099db5fb08d3515f3c3b6abea1c156184bcee0303dcae165ec41d59e2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.8a1f3c05526287ca	panel_source	figS15	b	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/condition_summary.csv	912dd45099db5fb08d3515f3c3b6abea1c156184bcee0303dcae165ec41d59e2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.474cd53bc041d39c	panel_source	figS15	c	ready	drafts/dendritic-local-learning/journal/source_data/boolean_morphology/condition_summary.csv	912dd45099db5fb08d3515f3c3b6abea1c156184bcee0303dcae165ec41d59e2	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	20 independent confirmation seed blocks; seven fixed logical templates and paired conditions within seed; five development seed blocks; 1,680 fits used only for recipe selection; 25 development/fresh seed blocks; 8,400 endpoints plus 336 complete training replays in one fresh seed; one excluded implementation seed; 336 fits, no confirmatory inference	Complete numerical source of selected input panel. Selected S44 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
