figure,panel,record_type,source_csv,source_sha256,source_csv_row_1based_including_header,task,core,feedback,x_parameter,x_value,metric,plotted_mean_native_units,n_runs,input_validity_status,validity_evidence_level,execution_lineage_status,run_ids_present_in_plotted_source,resolved_config_rechecked,available_intended_config,available_intended_config_sha256,advertised_analysis,reason,publication_status,use_path_propagation,available_intended_base_config,strategy
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,17.0,noise_resilience,dendritic_shunting,exact_path_training,ie_value,0,test_accuracy_mean,0.942739987373352,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,18.0,noise_resilience,dendritic_shunting,exact_path_training,ie_value,5,test_accuracy_mean,0.947059965133667,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,19.0,noise_resilience,dendritic_shunting,exact_path_training,ie_value,10,test_accuracy_mean,0.9509799718856812,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,20.0,noise_resilience,dendritic_shunting,exact_path_training,ie_value,20,test_accuracy_mean,0.9522599935531616,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,21.0,noise_resilience,dendritic_shunting,exact_path_training,ie_value,40,test_accuracy_mean,0.9521799802780152,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S3,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/noise_resilience_rank_bridge_summary.csv,4816a217300a02e44123c887232aaa173365cfc9746693c9bac1534cb6c3ccbd,7.0,noise_resilience,dendritic_shunting,per_soma,broadcast_rank,4,test_accuracy_mean,0.6620199799537658,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_noise_resilience_rank_bridge_activation_corrected.yaml,c330e0bda0fb3197e5f9937bf028671bdf735e4ad9e1b0d4b419675389cceca5,rank_bridge_nonnegativeinput_fix,"Available referenced base config specifies ReLU; aggregate-to-executed-run linkage is absent. Related diagnostic run IDs establish an associated cohort name only, not this panel's complete run membership or execution convention.",archival_only_not_displayed,False,drafts/dendritic-local-learning/neurips/configs/noise_resilience_shunting_localca_strong.yaml,
S3,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/noise_resilience_rank_bridge_summary.csv,4816a217300a02e44123c887232aaa173365cfc9746693c9bac1534cb6c3ccbd,8.0,noise_resilience,dendritic_shunting,per_soma,broadcast_rank,4,test_accuracy_mean,0.7618599772453308,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_noise_resilience_rank_bridge_activation_corrected.yaml,c330e0bda0fb3197e5f9937bf028671bdf735e4ad9e1b0d4b419675389cceca5,rank_bridge_nonnegativeinput_fix,"Available referenced base config specifies ReLU; aggregate-to-executed-run linkage is absent. Related diagnostic run IDs establish an associated cohort name only, not this panel's complete run membership or execution convention.",archival_only_not_displayed,True,drafts/dendritic-local-learning/neurips/configs/noise_resilience_shunting_localca_strong.yaml,
S3,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/noise_resilience_rank_bridge_summary.csv,4816a217300a02e44123c887232aaa173365cfc9746693c9bac1534cb6c3ccbd,3.0,noise_resilience,dendritic_shunting,low_rank,broadcast_rank,2,test_accuracy_mean,0.6298799991607666,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_noise_resilience_rank_bridge_activation_corrected.yaml,c330e0bda0fb3197e5f9937bf028671bdf735e4ad9e1b0d4b419675389cceca5,rank_bridge_nonnegativeinput_fix,"Available referenced base config specifies ReLU; aggregate-to-executed-run linkage is absent. Related diagnostic run IDs establish an associated cohort name only, not this panel's complete run membership or execution convention.",archival_only_not_displayed,False,drafts/dendritic-local-learning/neurips/configs/noise_resilience_shunting_localca_strong.yaml,
S3,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/noise_resilience_rank_bridge_summary.csv,4816a217300a02e44123c887232aaa173365cfc9746693c9bac1534cb6c3ccbd,4.0,noise_resilience,dendritic_shunting,low_rank,broadcast_rank,4,test_accuracy_mean,0.7643999814987182,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_noise_resilience_rank_bridge_activation_corrected.yaml,c330e0bda0fb3197e5f9937bf028671bdf735e4ad9e1b0d4b419675389cceca5,rank_bridge_nonnegativeinput_fix,"Available referenced base config specifies ReLU; aggregate-to-executed-run linkage is absent. Related diagnostic run IDs establish an associated cohort name only, not this panel's complete run membership or execution convention.",archival_only_not_displayed,False,drafts/dendritic-local-learning/neurips/configs/noise_resilience_shunting_localca_strong.yaml,
S3,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/noise_resilience_rank_bridge_summary.csv,4816a217300a02e44123c887232aaa173365cfc9746693c9bac1534cb6c3ccbd,5.0,noise_resilience,dendritic_shunting,low_rank,broadcast_rank,8,test_accuracy_mean,0.7945399761199952,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_noise_resilience_rank_bridge_activation_corrected.yaml,c330e0bda0fb3197e5f9937bf028671bdf735e4ad9e1b0d4b419675389cceca5,rank_bridge_nonnegativeinput_fix,"Available referenced base config specifies ReLU; aggregate-to-executed-run linkage is absent. Related diagnostic run IDs establish an associated cohort name only, not this panel's complete run membership or execution convention.",archival_only_not_displayed,False,drafts/dendritic-local-learning/neurips/configs/noise_resilience_shunting_localca_strong.yaml,
S3,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/noise_resilience_rank_bridge_summary.csv,4816a217300a02e44123c887232aaa173365cfc9746693c9bac1534cb6c3ccbd,6.0,noise_resilience,dendritic_shunting,path_transport,broadcast_rank,4,test_accuracy_mean,0.8466999769210816,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_noise_resilience_rank_bridge_activation_corrected.yaml,c330e0bda0fb3197e5f9937bf028671bdf735e4ad9e1b0d4b419675389cceca5,rank_bridge_nonnegativeinput_fix,"Available referenced base config specifies ReLU; aggregate-to-executed-run linkage is absent. Related diagnostic run IDs establish an associated cohort name only, not this panel's complete run membership or execution convention.",archival_only_not_displayed,False,drafts/dendritic-local-learning/neurips/configs/noise_resilience_shunting_localca_strong.yaml,
S8,C,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,path_transport,depth,1,test_accuracy,0.9271699786186218,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,C,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,path_transport,depth,2,test_accuracy,0.9197999775409699,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,C,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,path_transport,depth,3,test_accuracy,0.9163599848747254,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,C,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,path_transport,depth,4,test_accuracy,0.9134599804878235,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,A,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,per_soma,depth,1,test_accuracy,0.8350899815559387,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,A,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,per_soma,depth,2,test_accuracy,0.7774199783802033,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,A,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,per_soma,depth,3,test_accuracy,0.7777499914169311,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,A,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,per_soma,depth,4,test_accuracy,0.7558799862861634,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,B,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,per_soma_shared,depth,1,test_accuracy,0.9243999779224396,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,B,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,per_soma_shared,depth,2,test_accuracy,0.9183999717235565,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,B,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,per_soma_shared,depth,3,test_accuracy,0.9170099675655365,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,B,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,per_soma_shared,depth,4,test_accuracy,0.9138399720191955,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,local_ca
S8,D,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,backprop,depth,1,test_accuracy,0.9271699786186218,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,standard
S8,D,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,backprop,depth,2,test_accuracy,0.9197999775409699,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,standard
S8,D,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,backprop,depth,3,test_accuracy,0.9163599848747254,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,standard
S8,D,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_additive,backprop,depth,4,test_accuracy,0.9134599804878235,10,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,included_qualified_additive,,,standard
S8,C,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,path_transport,depth,1,test_accuracy,0.9418199717998504,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,C,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,path_transport,depth,2,test_accuracy,0.9398899793624877,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,C,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,path_transport,depth,3,test_accuracy,0.9387299835681915,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,C,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,path_transport,depth,4,test_accuracy,0.9363699615001678,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,A,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,per_soma,depth,1,test_accuracy,0.8364499747753144,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,A,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,per_soma,depth,2,test_accuracy,0.797079986333847,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,A,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,per_soma,depth,3,test_accuracy,0.7697299778461456,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,A,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,per_soma,depth,4,test_accuracy,0.7607699811458588,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,B,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,per_soma_shared,depth,1,test_accuracy,0.9350399732589721,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,B,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,per_soma_shared,depth,2,test_accuracy,0.932919979095459,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,B,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,per_soma_shared,depth,3,test_accuracy,0.9307099759578705,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,B,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,per_soma_shared,depth,4,test_accuracy,0.9257599830627441,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,local_ca
S8,D,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,backprop,depth,1,test_accuracy,0.9418199717998504,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,standard
S8,D,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,backprop,depth,2,test_accuracy,0.9398899793624877,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,standard
S8,D,qualified_or_excluded_summary_point,drafts/dendritic-local-learning/journal/source_data/prospective_input_validity/historical_run_validity.csv,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,,noise_resilience,dendritic_shunting,backprop,depth,3,test_accuracy,0.9387499809265136,10,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,True,False,,,,Existing audit script opened each resolved config and asserted null output activation for every excluded noise/shunting run. Preserved audit joins one-to-one to completed seed outcomes; raw config directories are unavailable in this checkout.,excluded_signed_shunting,,,standard
