condition,feedback,seed,config_index,validation_accuracy,test_accuracy,n_epochs_recorded,best_epoch,best_validation_loss,final10_validation_slope,right_censored,active_optimizer_group_count,active_learning_rate,sparse_active_weight_maintenance_rate,adam_weight_decay,calibration_converged,calibration_reverted,pairing_projection_sha256,calibration_signature_sha256,generated_config_sha256,resolved_config_sha256,result_sha256,checkpoint_sha256,training_summary_sha256,calibration_sha256
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10807,7,0.3637999892234802,0.3626999855041504,157,117,1.745136939048767,0.0015047816871873807,False,1,0.001,0.01,0.0,True,False,77522c9259135bd28aa981303d247f6c41b3ee7c58bc49aecfbb3385d98d71d8,9d96249c7279087fc0018dc1ef25290ebbffc69f124e3113ba570f7885ff06d8,9be0e72844b8d22b1b74d10de3bdb245c15c86aec7c3148fa1ae209e0dca5fcf,c3ccab093a82a3d4d5a9c3e748c44af1ff3fff2860d76e0d36bc6dcf81103466,2466ccb57bbf2624bc29caeb44117e8bbbf6e8f6e5137a85fb762de2ebd61379,0cf7819e620cb4ee283fd6b3b8515b08e23108338617150ed6133ae103da77ef,ae2035cec5ff6dae0f39677df99e7ce10679b75a19278adb6f9d10ec44807d0b,1d4b3c6501087b9aeb36c3f866ab94319317f3b4d1d24ae2af9e35261c54ba5e
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10808,68,0.5175999999046326,0.5026999711990356,69,29,1.4003408647537232,0.0009182366319136292,False,1,0.001,0.01,0.0,True,False,6c2c76c9ebc30eac706181f0c1f805096caa26d3b4efe2b2a5c9cd18bae0ff36,b0b2f7e63b4d66729b896718e57c65dfbb5a8e1fb495a6f9ebe7977781776dfd,6e43175a3a6b892d57c54f582e391931bc9ca54db5b341bb33a7e8b7f16e49e9,855e978d1bf0936a63bdcd733e897744ebc14311bed2d94c7b91e2d13752c133,f38716ca0f0f64d601a52171ce9066cc3f6334c9f93fb95212a4b8e4409a888f,15fbb95ee2d21e491ecb4ed94080bca73b22e8ef381934ee2344bde8e6361912,c478785666133478651842caa19070bab6789c2c06ced13fdd40dfd2ee61ddc2,af2261195280b68a0831c59cb6d076db5323519d428ca33f6b2fc18cc1d0b689
cifar10_raw_additive_exact_path_confirmatory,exact path,10808,48,0.5185999870300293,0.5044000148773193,80,40,1.3973834939956664,0.000851717896894929,False,1,0.001,0.01,0.0,True,False,6c2c76c9ebc30eac706181f0c1f805096caa26d3b4efe2b2a5c9cd18bae0ff36,b0b2f7e63b4d66729b896718e57c65dfbb5a8e1fb495a6f9ebe7977781776dfd,cc170a2f0c82fdb34d90ac8a40afdcabf62d0d1185e59d964db23cd7ce8af7e0,4c2d2bbacbe8bc7bdd450b966be9b50c09b61863f0dd1d84da0acc0fb734f2ea,c734d39845397e4abc74e7c5c50b4d5df826b1ac13f04820348c44695d7fe816,aafd7fea2c1e38c5f55b030abc82732efb6fe092718cbaf46c203277c1c33296,85c839682fe4d064d7c03fcdc8081dce9718408a9c108f29465b77a7b9f9735d,af2261195280b68a0831c59cb6d076db5323519d428ca33f6b2fc18cc1d0b689
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10808,28,0.5091999769210815,0.512499988079071,87,47,1.3722002004623413,0.002001108453924025,False,1,0.001,0.01,0.0,True,False,6c2c76c9ebc30eac706181f0c1f805096caa26d3b4efe2b2a5c9cd18bae0ff36,b0b2f7e63b4d66729b896718e57c65dfbb5a8e1fb495a6f9ebe7977781776dfd,9687c12f91d2b9a24a45c73d998aaebeeaa9e957cd0b29adb5ab0c264690e7bf,3e1985974d2e43754c6ed0979b805de69766bf0400d1ef047d148e3920afdd91,156caada9a6dc24567b36f33639dafd93569a5f45798230ecfcefbe02262c1ac,9ee3754169b52b73dd0833b425f199d6a04e79cbc60898e1fb2c867e1d23cbb6,745b87c9e41fda8def303620afdc29eaa619fcc3fab30677a8658a58a07d02ac,af2261195280b68a0831c59cb6d076db5323519d428ca33f6b2fc18cc1d0b689
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10808,8,0.3467999994754791,0.3506999909877777,101,61,1.742241710090637,-0.0017193153496944567,False,1,0.001,0.01,0.0,True,False,6c2c76c9ebc30eac706181f0c1f805096caa26d3b4efe2b2a5c9cd18bae0ff36,b0b2f7e63b4d66729b896718e57c65dfbb5a8e1fb495a6f9ebe7977781776dfd,bc4ebf394254a8d7f1c87e3f55c3f49c94f38eae8639e7073b7e1308c9ff3a0d,e9345c176669226a656c0c9dfeef0dd27cc7803d3fbcac694113d8db86d8fd58,79dc034412a79752c93fd50fca1850246b80617793b97352fd0ac7641aedd425,a4cd13116da702d684a6b3056fc63872263abdd97f36dee231ff0272aedfbfdb,6164ff36cf2a2228ca39748efa20d911e78393c96f423c31b8e037f3c87b7564,af2261195280b68a0831c59cb6d076db5323519d428ca33f6b2fc18cc1d0b689
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10809,69,0.4903999865055084,0.4919999837875366,56,16,1.434333601951599,-0.0009207396328088515,False,1,0.001,0.01,0.0,True,False,4d9033004eaf6a4d8967fe83c7f1338a0f7506de9935f287a64dfb0a1563eb22,d750a37c301bcd4f5fc5371d8a6436f0c86f25f50d79c8900828a77792a65a31,a910fb4fc8c3d5deecbcb01e2e20075c688f520b96949fcd5bd8a5661f15df48,9c1701c15e5de94b50b13df3ffcd9ca415e8b52a7b9a20be41fdcc3796728a33,1382930ad482060693383536257c671fb481d0d7b84aa50f55186453fae064c3,bda94b8621b8674d006c7603d5ff1bfe5ea963005164567eba3a4ae72ae2febd,b8b1cf6d8326059a1234dc017d44800977ea90292daeee2f1f5cb178c71ef367,3d3a645f18e22a6f6d4b4abcd9c9bfd426861fb2bf488359c7da3993c55642cf
cifar10_raw_additive_exact_path_confirmatory,exact path,10809,49,0.495199978351593,0.4932999908924103,56,16,1.4293492664337157,-0.002173322408271462,False,1,0.001,0.01,0.0,True,False,4d9033004eaf6a4d8967fe83c7f1338a0f7506de9935f287a64dfb0a1563eb22,d750a37c301bcd4f5fc5371d8a6436f0c86f25f50d79c8900828a77792a65a31,8c1a1089303caad3c362d0032f978a7db3d5ddfcf6fe5ea44f3079436eb18926,242c0513085db5f601ec62dde53ae000b88e4d843c5822d30e6f668f7d6b4f4b,7cbe7a7a43b450ac110d5af9a1b93eac642e141169593f8d5e9eb288223f1c93,31133f2f15414f264ee8e9d9215b5e6f352e744b931e1e21bc74cdb885cec8e8,f004f7ba7c519f6cc023346c8439a805e32fb0794653de59078b88a332f6af9a,3d3a645f18e22a6f6d4b4abcd9c9bfd426861fb2bf488359c7da3993c55642cf
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10809,29,0.5135999917984009,0.5092999935150146,93,53,1.3845348201751708,-0.0013112672921382859,False,1,0.001,0.01,0.0,True,False,4d9033004eaf6a4d8967fe83c7f1338a0f7506de9935f287a64dfb0a1563eb22,d750a37c301bcd4f5fc5371d8a6436f0c86f25f50d79c8900828a77792a65a31,966a5db14f9bd33834a6808e00435301ad90e79148a5b625aab5bc6bd9bf4f59,ec203f24efbaf3444c3c262ccd632886144277468c24d53bc9244c6f2ad65ce2,ebac84ad56f96712bb6fce59812b48ea2e6cc0c9b8d77def5f45479bc02b67cd,206dcde0a2dcee0cf7a64d3797bddb7bedcb43466caeb11bd8d2239af879efb6,1d9211a22f4cd526d0e8a0f304adede3950831f4ead693dedae8208a4ce56f3a,3d3a645f18e22a6f6d4b4abcd9c9bfd426861fb2bf488359c7da3993c55642cf
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10809,9,0.3375999927520752,0.34709998965263367,85,45,1.7563577817916871,0.0018355771914395057,False,1,0.001,0.01,0.0,True,False,4d9033004eaf6a4d8967fe83c7f1338a0f7506de9935f287a64dfb0a1563eb22,d750a37c301bcd4f5fc5371d8a6436f0c86f25f50d79c8900828a77792a65a31,a55190568cce73ec958e3da6d785d54659c82357626495f838cbfd7e1928b6e4,de35b7ecc7bb97872cf25fbf6a8aa93849120b50b20f1623156327dc5bd044c0,fe460064b40c81f91e4990a14b1abe916abf9fe0ef16cab7be620323a5bd826d,b7389825d16b7dd121d5a90c6d293e412ecdbab80a465cb47ef3d2a5e700ad31,f692ec2f5725f192b46de1ba34525750e9de2268e169c8f2f59656f72ebb1dc8,3d3a645f18e22a6f6d4b4abcd9c9bfd426861fb2bf488359c7da3993c55642cf
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10810,70,0.5063999891281128,0.5062000155448914,64,24,1.4120804748535156,0.0057195938815493294,False,1,0.001,0.01,0.0,True,False,8c4457923f5f5430aff5fcb1da6608f9792705b29036493be4d99936b9d58e72,bd7e784dccde0e767a831b272cfd5308c0579468c675f96ae765953f5c9221eb,67474918aba0355619cffd2bd124811826b4fc6e31a6e090d47fcb130074960e,e349b52bba3929e10c97930101e063793b464e9b2b939521b5baa4c77628d2c3,8e4ef69a9241facb092fec847a2c7e0c7bba5cfa286e70334ceb19365d464ee6,265f29a350ed66b44c13b59284796db69e4c6e2096ae4ce7cac62eb2a463e4d6,1917c4d482b89e9cc42e86182ccd51838f8512bf1aba6751ab4e0f3a1976320a,d3185e56099b3f8b6ad72d1c3d2edfd3dacc47ee0dabeccb981f19ee246f6b8a
cifar10_raw_additive_exact_path_confirmatory,exact path,10810,50,0.5031999945640564,0.5026000142097473,64,24,1.4156575397491455,0.0017036597396387905,False,1,0.001,0.01,0.0,True,False,8c4457923f5f5430aff5fcb1da6608f9792705b29036493be4d99936b9d58e72,bd7e784dccde0e767a831b272cfd5308c0579468c675f96ae765953f5c9221eb,82cce38669b417ab4bae561633f5b37ecfa8f0667095cadb3145ba815b2efbd3,71c3622a053fab37f4b3e31fd5ed86d6c5db0ad9c660e444b559f08b1b4b81cb,ab24075e5ba8755c9c127581b170afe3992e7d5d0f23298933d7d7d8cc51873f,7109a88b5d2e8b4138fd6c99e9066bc4cfd4771f0794678fc7eb52159f70129b,763cb8b435e77e2ce5b7501d39f1ec196b77a7fe37931e3dd94dca67c5658146,d3185e56099b3f8b6ad72d1c3d2edfd3dacc47ee0dabeccb981f19ee246f6b8a
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10810,30,0.5113999843597412,0.5130000114440918,101,61,1.4014272653579711,0.0024323702401826686,False,1,0.001,0.01,0.0,True,False,8c4457923f5f5430aff5fcb1da6608f9792705b29036493be4d99936b9d58e72,bd7e784dccde0e767a831b272cfd5308c0579468c675f96ae765953f5c9221eb,f55ce5c0cc12cb650afa0ea0b5f642398edb3709e920d71c42a7e2e69b6df8c3,b9ba4abcbc4f609249de98eb8578b2d0f9553059b8fe89f36f639091c8fc15f7,a288df2b7b5e22aa8cf8eb72d402980eb26e0de11ba82dc7bdbf3400ed7aecd8,a17b5243979b3721e053fb5064e94289b79c8f47ec1f4189772109ce146cf659,cdba23c74a352bb94c7d7be20ba2b8edc27fd87a8cfeae0e75a0c37c9bcd77c4,d3185e56099b3f8b6ad72d1c3d2edfd3dacc47ee0dabeccb981f19ee246f6b8a
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10810,10,0.3312000036239624,0.3360999822616577,96,56,1.84696553440094,-0.0006509404997391845,False,1,0.001,0.01,0.0,True,False,8c4457923f5f5430aff5fcb1da6608f9792705b29036493be4d99936b9d58e72,bd7e784dccde0e767a831b272cfd5308c0579468c675f96ae765953f5c9221eb,5bdc984dc9ae10e3908aa6f074232f7356810e496b61e306133b9339b4ed4739,c7bf003ded42d4e69bb362a452fe02ec6cf74656d4f3c708ab00125cfdb7e02f,97cb31c1d20ba2fd2b1417c7e2c492fc33e3bfc544a52d955bf60686ed4e7311,21a365587295f4b483291d4ab02ee56f5ee89f5500faf5617594625f55268765,7417bcff8fad78c80176fa92760619caff251e30dc0301bd258dc769689b7923,d3185e56099b3f8b6ad72d1c3d2edfd3dacc47ee0dabeccb981f19ee246f6b8a
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10811,71,0.49639999866485596,0.4967999756336212,60,20,1.428267770576477,-0.00016447681658203375,False,1,0.001,0.01,0.0,True,False,2fb32ffc6898f65fa3b75edbe0c525a88c6d1c1d9e7f4255702501d3659ebf73,84f5b3086db1c9b341c2462de949941fbf27c4f18d26ccaa2ab0c28a89e7f883,80db31332ec43f055ceb888c6d498614b7883c38e5baf92b339f41bdb60527f0,771c600cf32d6e83916e68da9b11c535a64c8b914329d6deff13d69140a9d78b,48347f2b235dd4dc2d9b58a5e94094c06a163d23f02e43d6840e4ea67b2256b9,c74e57ab00cd19037e46e9f410c04b72e3a2737c6e941e6e66c285e2f0ba62e8,57420bcb704ccb044ab1c0af0df41a24005ec055b6bbed9db757d90bea1474d3,6c43ca2e635bb60745a904885e68d717c8c9fb3473c79a8344dbeec2a95cf504
cifar10_raw_additive_exact_path_confirmatory,exact path,10811,51,0.5130000114440918,0.4984999895095825,67,27,1.4243840448379517,0.004155337630763203,False,1,0.001,0.01,0.0,True,False,2fb32ffc6898f65fa3b75edbe0c525a88c6d1c1d9e7f4255702501d3659ebf73,84f5b3086db1c9b341c2462de949941fbf27c4f18d26ccaa2ab0c28a89e7f883,59bcea62fa38e425b18465c9f94a49f29490596fd1c8c2beaabab6bb063f7740,299d37a563c085285dae1e87250ec78f7db13b180ac9cb32fbc19d1b31af1b7c,ae55a2092eba4414e7339a76a08d5a757664fb9728f2938e998c39826a8ff7fe,2ccf7fecc369f5b400d259bfcf611bd5bc53a58d481fd2acabe521cc56588bf9,9079dc2d055647ac85e01fac54d7071a62ee2159251971fc2becf624d0cb60ac,6c43ca2e635bb60745a904885e68d717c8c9fb3473c79a8344dbeec2a95cf504
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10811,31,0.5119999647140503,0.5144000053405762,99,59,1.3925635934829712,0.0003757112399014191,False,1,0.001,0.01,0.0,True,False,2fb32ffc6898f65fa3b75edbe0c525a88c6d1c1d9e7f4255702501d3659ebf73,84f5b3086db1c9b341c2462de949941fbf27c4f18d26ccaa2ab0c28a89e7f883,46772ec8cf8516a550e19353751e096aea0d4751d044645e3825f94f85341e6c,7c23916bfa7f66d8dc3c3e95e6b7375a5ca8e40d612b7318f3f82cee38ae628f,cf21efac069a521f5929cbcd4b9604865b93a9cccade2c4edd4ca64e43fdfd25,db3cc4a017a0a1b33c76a5b03dc8e7f022893256e88bbe59b41d437bee136c33,8dc246ceea5cf9644246b61297afc2bbd761319c747cbc42c5e509a19757b97c,6c43ca2e635bb60745a904885e68d717c8c9fb3473c79a8344dbeec2a95cf504
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10811,11,0.3375999927520752,0.33239999413490295,99,59,1.7956257040023804,0.002050339560075338,False,1,0.001,0.01,0.0,True,False,2fb32ffc6898f65fa3b75edbe0c525a88c6d1c1d9e7f4255702501d3659ebf73,84f5b3086db1c9b341c2462de949941fbf27c4f18d26ccaa2ab0c28a89e7f883,cc429003ecdff621b1bacb44bc00b686f7d5776a5db8d0701fd58ff57029ec89,9edc952805fd488eab2e6ebb1064fdea4f6702d5fb14410a1f6e1832a1cc0cd7,276436433c4fc985865cb2b9d410dcccd6405d482997eecfc95ff1ddbb70f8ec,d447e2cf7b9fb45a8a552ee899cb9b6e8ad24bdb997f6cef715bd71ba8b2caec,c6ce62afde0ccdfa82ca422f5a6028b34812b5ddca0dc902fffbf5f3d1a5e674,6c43ca2e635bb60745a904885e68d717c8c9fb3473c79a8344dbeec2a95cf504
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10812,72,0.5026000142097473,0.5060999989509583,70,30,1.4202986701965332,0.0011943011035341993,False,1,0.001,0.01,0.0,True,False,1027467652474b9adea26b370562e684c7a55ac42c48f8be7ea8093053fc0b85,c52d65df9209a51db370db8359ca57f488e03a35334f41b7acb6d88c855abd8f,c01d6105955e885967aeca170ad22d542be40eb361085bfc28bc6bf0d7aa96d5,593658f74543c66207262ad539f79c031f6f685498eeb8aafefe4ec1af7cdcb0,0e5a55a9cf52f230e395a0bb43d3b9a9468fecc8d81da2bdc25cc5926a5d6617,4256bb00d2591615c20f736e99aa86c4a714c6c18090499b42dbc203fe0b90bc,315c5e4d86322bb73c975f28c41ebc0c29524feb6c1aa5b525a6e3cde74c38fa,b597760261c519dbe60dd6f7463dc56337e644cdb3f2f5fd59d8810d2979ea25
cifar10_raw_additive_exact_path_confirmatory,exact path,10812,52,0.5004000067710876,0.5130000114440918,64,24,1.4284124389648438,0.0021127312330766683,False,1,0.001,0.01,0.0,True,False,1027467652474b9adea26b370562e684c7a55ac42c48f8be7ea8093053fc0b85,c52d65df9209a51db370db8359ca57f488e03a35334f41b7acb6d88c855abd8f,bc9ada17cd8056969056f520ad514790e4943a3560558285790042225643ff20,c69ef5258813c8530d75514241c9f5e7f251f44ad500b61eae4475a7092b05d6,90ce9d3751fefafbad12ee3900d2a711d3e495d0a553cb637c882d193b7e29eb,cc43574601021e773f690a05f6cf069bafeac619d3a8dea4bca03d80accf365a,4e4c39aa218acdc51836d1fe27592f71a7afdcf196f9f98da51737954c69c357,b597760261c519dbe60dd6f7463dc56337e644cdb3f2f5fd59d8810d2979ea25
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10812,32,0.5166000127792358,0.5133000016212463,104,64,1.3875256532669067,0.00010490911772766369,False,1,0.001,0.01,0.0,True,False,1027467652474b9adea26b370562e684c7a55ac42c48f8be7ea8093053fc0b85,c52d65df9209a51db370db8359ca57f488e03a35334f41b7acb6d88c855abd8f,9c2a0a7cb72131ae9b828007b55eab2300ec58c1bc57d765d01ab9957b798664,f842c6397033c9630d82fb7172955d6d177f3558400cde7fd046ba46db407cdc,4c80b6510095858d91b5163b1843e18ee7a6677f4ca8db21328520afa024a075,345aedd2713fcc761d5adb2e6898c3cc8ef785c2d927a6a157410e1d5a7fb65f,0649f0d627441bddf4ab4ca65ec1e2bc7fafbb32d4902a855c87eab8d5b204e9,b597760261c519dbe60dd6f7463dc56337e644cdb3f2f5fd59d8810d2979ea25
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10812,12,0.35019999742507935,0.34709998965263367,130,90,1.7604690368652345,-0.00014116714824329225,False,1,0.001,0.01,0.0,True,False,1027467652474b9adea26b370562e684c7a55ac42c48f8be7ea8093053fc0b85,c52d65df9209a51db370db8359ca57f488e03a35334f41b7acb6d88c855abd8f,3ec409c1c6e178aedc9702e392208ec4577e4a71db806cb5d57c4091616a9912,bfd76a9edbef9cfbabd7a460106b10cad48687b593b00a072c9df1cf919c982d,a0319403e73029ac2a4de1aa32a135e75328fc951b159948000c0f90e4f33836,3c17a84f134b975bbe691f46de4d51c7ab7b3d2f46d4cfc07b23c30f02d16b56,a57b1583166920ff965e5c9ef8a4a2853f984d54c38220922348f2fca2d75697,b597760261c519dbe60dd6f7463dc56337e644cdb3f2f5fd59d8810d2979ea25
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10813,73,0.5094000101089478,0.5011000037193298,62,22,1.4243500665664672,0.0037664665615197487,False,1,0.001,0.01,0.0,True,False,fc16c5f907147e3af4e3347fbaef06ebd379171bf9739ea7e9815c9c17efea86,5f2ad5905e569acfd3d1691f36464851f5cfe23d19a8d18b8f4f59c0eae0010f,d3283646c829b25f45b4ccdc62f7bd5a83d4199094a9e29606f08c1745dddc15,86a3b835f5b4df23c01c1cfabdfa3cee30bc237278e7c778e00e79670aa17506,d443834cd4b0dcc46ab49f5988969202cea4838362b99ee768d8ed11b8b10fdc,6472a1642a42973f74a970902ba43f73629ac489dfa82aec14d8fb1e2497e75d,dc5283dce006136f7e8a692cc6ceaaa978f869fa8bc5b89ab81d2e9a6fdc1d68,258f9bf2dd462b3ffd317d3d3f56da97ebcef35fd7cfe9a1c5f8336c6bec0c4c
cifar10_raw_additive_exact_path_confirmatory,exact path,10813,53,0.4967999756336212,0.5026000142097473,64,24,1.4280734426498414,0.0018026382319132645,False,1,0.001,0.01,0.0,True,False,fc16c5f907147e3af4e3347fbaef06ebd379171bf9739ea7e9815c9c17efea86,5f2ad5905e569acfd3d1691f36464851f5cfe23d19a8d18b8f4f59c0eae0010f,98f1b003d9c9ffe59316b48e15729fcbd9d840e1a44055200979011614a92c8d,66fc3d4537062449a8e8adcdaeea6ba6323b60cdde1a33a2c7a6423a0ec31154,cf472a572f296a132824862eb9aa04e8d65dc0fa4ca1bf96b787b549365018b1,04c20fdb95353dfd284f0356cff115e5da8f154ea88c1b5bf0ea5eb3caea1282,42fb389670e172a42042a7db9156bf030e08231e0c62a66538e7233eabdbd43c,258f9bf2dd462b3ffd317d3d3f56da97ebcef35fd7cfe9a1c5f8336c6bec0c4c
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10813,33,0.522599995136261,0.5072000026702881,105,65,1.4032609796524047,-0.0003858656218556724,False,1,0.001,0.01,0.0,True,False,fc16c5f907147e3af4e3347fbaef06ebd379171bf9739ea7e9815c9c17efea86,5f2ad5905e569acfd3d1691f36464851f5cfe23d19a8d18b8f4f59c0eae0010f,142f3e758817e7e88c25f20d4ee40545e3169af4b681d0d6a79033bb5fcf0261,7b2c96d4de36a7c3a29871fb933d4e8bb84be7682be55c6f0aac7449166b8b91,5ffa8b16d37046fdbbd0309f957274b98403d9d4a44c92f50c142a207e6f58a4,aeaba956a44c44a699645bc4191b77b1adbd14cc81836bb647b19425323b3ce3,913b6a0e1b1ef29ad6a493a21330f3bde10f291df48ab98babf7c930379be4f7,258f9bf2dd462b3ffd317d3d3f56da97ebcef35fd7cfe9a1c5f8336c6bec0c4c
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10813,13,0.35019999742507935,0.3474999964237213,125,85,1.7627133785247804,0.0017972914146653649,False,1,0.001,0.01,0.0,True,False,fc16c5f907147e3af4e3347fbaef06ebd379171bf9739ea7e9815c9c17efea86,5f2ad5905e569acfd3d1691f36464851f5cfe23d19a8d18b8f4f59c0eae0010f,a19bab59679b901ade6b250cb01ff02e4767cb8bcacd26038ad31decb9261004,b1bc50a38b78b9f551cac806471b288acf2f0342b60402a2284a446d741131be,50b4b796e89792f84a538a2cd549f49b8e0b687a9a2fb8ab92000d713247e45d,8c2169794a888db624506974d9eb0b39162f07f008f2d1e743fff1a6de9998a9,68bad31ea32bd6d674dbfe90ac1a99b08a68f1d564b4333365611de464386487,258f9bf2dd462b3ffd317d3d3f56da97ebcef35fd7cfe9a1c5f8336c6bec0c4c
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10814,74,0.5044000148773193,0.5101000070571899,71,31,1.4405965198516846,0.002384173578204558,False,1,0.001,0.01,0.0,True,False,ba8afc0a9cdec3165c8b7741e0a3ecb0c2cad43cb256ad12fce3f02fb7f197e8,08db82726c7d06ddec917dfb97c4cf91a8c1a0e8518528c9a37da3cb1f5ec205,2f86188e0005476acf537a176a607a4a31794be59c779eb4f1cf021241d5853b,a0bdbb6c3b6396e949204371d8c0148a4bab771a699996ded64ffdffdfb4ac2a,061b6ce7030f2a626d2e2a3368e68593f49bdbe51ef7c35a702185dc9f2070cf,49585e2e664b80d38a86e934c1d74d13e838d4a6292466c2ebd64a9f799260e6,cee95803c1410353acc628f07ec833cc3c504c5884ec753e1e6bac8151051da4,10ff957088907c85aa2f5b7334524cc1e0bad9fa5b8a09ce05aef13f14d13ea9
cifar10_raw_additive_exact_path_confirmatory,exact path,10814,54,0.49559998512268066,0.49390000104904175,60,20,1.4440378582000732,-0.00031202824332495855,False,1,0.001,0.01,0.0,True,False,ba8afc0a9cdec3165c8b7741e0a3ecb0c2cad43cb256ad12fce3f02fb7f197e8,08db82726c7d06ddec917dfb97c4cf91a8c1a0e8518528c9a37da3cb1f5ec205,c97435f773ebc701b84481fbe5d49f8c4439a56d38d6f8958b241f541cc8dc8e,841ba4759eb52506f30c1fb28397ff8d24b63e25639486dab33aebf561f6c207,afbb78d669122b4c510f382c65e540b7691863bbc631ff0702747b8c29d2cb0d,013d6653730865303e3cb99565e793508611ff26eadf3f216dc966148b0470c9,52c4a318aed287a9fcc74fb0a9f9e32e49ade6da46985678413fbcd703b91901,10ff957088907c85aa2f5b7334524cc1e0bad9fa5b8a09ce05aef13f14d13ea9
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10814,34,0.5037999749183655,0.5090999603271484,104,64,1.3994281267166138,0.0028024834222504695,False,1,0.001,0.01,0.0,True,False,ba8afc0a9cdec3165c8b7741e0a3ecb0c2cad43cb256ad12fce3f02fb7f197e8,08db82726c7d06ddec917dfb97c4cf91a8c1a0e8518528c9a37da3cb1f5ec205,838663df0837adba839f2241e614ea1442d684a6626b9fff860f1f4e89db243c,09370b945e4bc8104efb8cc7ad2fa6689705783279d2762bef45a6bd8d41600d,441bd23ddb186523ee6c2e03c305dbfce39a519fd4bb869bdb43d5f5b6466b21,b7aa5f54a01a6f029dea7ee13ae2df67845cdb82783da57fe1ee731cba7c39c0,a6c642d50161ad28880a28be37c9f5fa67bdef049d68d6da298eb2eae2bb3737,10ff957088907c85aa2f5b7334524cc1e0bad9fa5b8a09ce05aef13f14d13ea9
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10814,14,0.3125999867916107,0.31689998507499695,55,15,1.8539484107971191,-0.0026770499651358947,False,1,0.001,0.01,0.0,True,False,ba8afc0a9cdec3165c8b7741e0a3ecb0c2cad43cb256ad12fce3f02fb7f197e8,08db82726c7d06ddec917dfb97c4cf91a8c1a0e8518528c9a37da3cb1f5ec205,bf38d93cf5e0d368bb75d0420e2be7ad3a8525a87ef7b4015877de150a4f5e76,79b509f6a608c8ea909560227cdfde2859453133d0ad561b96547a2d23b2fdf3,b689fe8f763652aac6411ed317afb2ec51d273212cc54fde382280681c6a9e10,a641c23c7c52cae5425273bc0dfea0b7cdcde7a7a84926574686b356a4be8488,8bf77ce9bae3926abe3a4800551ccce6888771f6b29d87285c585b3acef0e59e,10ff957088907c85aa2f5b7334524cc1e0bad9fa5b8a09ce05aef13f14d13ea9
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10815,75,0.49139997363090515,0.5011999607086182,59,19,1.410647179222107,-0.00201186548984408,False,1,0.001,0.01,0.0,True,False,407bf3754bb6f35f0ca0d189caa10c413a4c21e017cb6b12e574c8fe99be7256,4e29cce9a9b2fc043a400c8713523e5e0d57a7d41f8c6fb55e5ce35e6b0603b3,5ff4c587560fe480afe86ebee0398d5b94105235abaf5daa1424a9b1649f53bb,fb10cd57d039442819cff2144fb6724c21e610fd23adfd8c92cbfb18efcefa5b,58b04d12244f849a06fd45bf7f30c5c8f8157218a07cf72724e1b4a21625412d,2affcaadcd14eaedc5a42702526a7be80b741f945bd128fd66e5d0b63366c799,b05ab666355d21fea8af2692b0adc0a50e667915f44cc4585397ddbc9520a449,29c6d0117f1526c5336d11773b8392bdb7ad016e539dcc0f831138cab71d8f3b
cifar10_raw_additive_exact_path_confirmatory,exact path,10815,55,0.4991999864578247,0.49969998002052307,59,19,1.4106263750076293,0.0013772283299763254,False,1,0.001,0.01,0.0,True,False,407bf3754bb6f35f0ca0d189caa10c413a4c21e017cb6b12e574c8fe99be7256,4e29cce9a9b2fc043a400c8713523e5e0d57a7d41f8c6fb55e5ce35e6b0603b3,bdd6726abd9cdcb3ddf0b58a16e209164d6019a1a0441d783e3994b755cf40ee,807aab8c809a0a69f20a4df397e95dfc9be50556d70eee844d99e33b55896d74,a00d26ab95b914553fdef26f417d21f2d98cc8515192cad0e08f6bac1979315a,80fa40e6de8743c772b3b5cd973f3ab7fd71eef31048975fc23e2ce5befc155b,b34a9537c54f3587824da27892cd1ba1ac0e88f9fd2ab9f520cfe4539224d259,29c6d0117f1526c5336d11773b8392bdb7ad016e539dcc0f831138cab71d8f3b
